Sbj,Acq,File,SSIM,PSNR,AES,TG,NGS,GE,IE,Score
23-11-2020,MID00385,flirt_tclmoco.nii.gz,0.9652394621653718,24.304213207136304,9.561961101441659,4128028.906793049,0.0004572619713498197,454.9238117927693,1533.0211177004585,2
23-11-2020,MID00385,flirt_tclmocos.nii.gz,0.9655116832164097,23.253534592706465,9.692280107899867,4214704.298973144,0.0004567573138058068,454.332092375094,1554.9690648352016,2
23-11-2020,MID00387,flirt_fnWMmoco.nii.gz,0.9747654537061996,23.41539593234524,9.835582775723342,4199776.42838336,0.0004964793518452365,449.9591515584576,1562.359409824702,3
23-11-2020,MID00387,flirt_fnmoco.nii.gz,0.9681863583328238,24.215619519863196,9.499524975941908,3955897.22538178,0.0005015726728077961,451.5930237541925,1538.4806209925919,3
23-11-2020,MID00387,flirt_nomoco.nii.gz,0.9455532647906639,24.974824909063482,8.528808337028023,3418645.6232227487,0.000504725139975853,444.52360161721003,1441.081067692494,2
23-11-2020,MID00387,flirt_ref.nii.gz,1.0,0.0,9.574467557637051,4032129.803185887,0.0004872239887414626,446.8416520333599,1416.8726511169864,4
23-11-2020,MID00387,flirt_tclmoco.nii.gz,0.9773770219355223,25.468382290798672,9.575187975157053,4136436.4764349656,0.00047925364442974504,448.89086202957395,1508.834525078918,3
23-11-2020,MID00387,flirt_tclmocos.nii.gz,0.9770376573142425,24.5899307706049,9.642066202443278,4280757.508293839,0.0004770008663306429,448.9853037692629,1526.892357370532,3
23-11-2020,MID00388,flirt_fnWMmoco.nii.gz,0.9443132708284329,20.066028857761648,10.513131604076754,5129034.081490258,0.00045243213708569204,455.2057973882521,1683.229341703964,2
23-11-2020,MID00388,flirt_fnmoco.nii.gz,0.9254109201476981,20.30688082088625,10.292898398047225,4851509.598341232,0.0004798375842625394,446.3189724879735,1676.3249249555033,2
23-11-2020,MID00388,flirt_nomoco.nii.gz,0.8759206968256646,21.075689146325107,9.894936253917306,4349196.940671909,0.00043839924325327295,429.2451473252627,1565.4067362456165,1
23-11-2020,MID00388,flirt_ref.nii.gz,1.0,0.0,9.574467557637051,4032129.803185887,0.0004872239887414626,446.8416520333599,1416.8726511169864,4
23-11-2020,MID00388,flirt_tclmoco.nii.gz,0.940364565202415,21.498010657034612,9.72920089632969,4525650.585308057,0.0004366461617715421,455.23825810717597,1615.652680726395,2
23-11-2020,MID00388,flirt_tclmocos.nii.gz,0.9387406376719697,20.967538298198477,9.870840130629013,4616559.470642444,0.0004369113164817955,455.0148584236569,1640.432545434347,2
25-02-2021,MID00473,flirt_fnWMmoco.nii.gz,0.9989698843820125,39.57291954126557,10.888984627653864,4495570.851982008,0.0006141484505057193,407.6150286038962,1332.6148584865032,4
25-02-2021,MID00473,flirt_fnmoco.nii.gz,0.9990232751163403,40.65513145123666,10.992451422964477,4511797.706213101,0.000614183931736437,407.9708444231167,1332.8548231496325,4
25-02-2021,MID00473,flirt_nomoco.nii.gz,1.0,0.0,11.07889845799498,4650550.631712117,0.0006075444171056093,408.61047999214475,1341.0491936981066,Not Found
25-02-2021,MID00473,flirt_ref.nii.gz,1.0,0.0,11.07889845799498,4650550.631712117,0.0006075444171056093,408.61047999214475,1341.0491936981066,4
25-02-2021,MID00473,flirt_tclmoco.nii.gz,0.9936205563588173,33.017736939699205,10.719920521099084,4357597.675850436,0.0005958331422321099,409.7225459633568,1355.2911966241822,3
25-02-2021,MID00473,flirt_tclmocos.nii.gz,0.9935413125231485,31.363203429969076,10.845309971283012,4556536.727017149,0.0005852416806515319,410.5057607493731,1362.6451100923389,4
25-02-2021,MID00475,flirt_fnWMmoco.nii.gz,0.9547630211906278,25.931769940020803,9.768590674175325,3766767.7457986376,0.0005756557661588069,425.3281872599472,1327.5210178282048,2
25-02-2021,MID00475,flirt_fnmoco.nii.gz,0.9542080268926527,26.012850874737374,9.729795704003733,3744667.83012869,0.0005847100275502869,425.64140782486294,1323.1958166431796,2
25-02-2021,MID00475,flirt_nomoco.nii.gz,0.9357209352441915,24.770868080779383,9.699869598255944,3791015.072372119,0.0005974937772561709,424.509666974889,1382.6323966747218,2
25-02-2021,MID00475,flirt_ref.nii.gz,1.0,0.0,11.07889845799498,4650550.631712117,0.0006075444171056093,408.61047999214475,1341.0491936981066,4
25-02-2021,MID00475,flirt_tclmoco.nii.gz,0.9396954185706431,24.253949840298006,9.707870139438933,3978818.100282486,0.0005144968353085868,430.7537128835827,1381.7093850857304,1
25-02-2021,MID00475,flirt_tclmocos.nii.gz,0.9419991586563723,24.277727173289513,9.598322831016644,3933842.016036011,0.0005133392351277412,430.3669771043078,1385.023919182439,2
25-02-2021,MID00476,flirt_fnWMmoco.nii.gz,0.9458556670789368,25.500256855962995,9.83992810421602,3757009.2559101656,0.0005447962597837178,427.4111879024945,1386.8648297556492,3
25-02-2021,MID00476,flirt_fnmoco.nii.gz,0.944814927382057,25.229076648795633,9.889153238970628,3804134.111406619,0.0005647764554340524,428.45071662844003,1399.794963291579,3
25-02-2021,MID00476,flirt_nomoco.nii.gz,0.9423243217321442,25.429771339709106,9.245888774089973,3317470.733436489,0.0005846363955076014,422.6662894190382,1371.428662366842,2
25-02-2021,MID00476,flirt_ref.nii.gz,1.0,0.0,11.07889845799498,4650550.631712117,0.0006075444171056093,408.61047999214475,1341.0491936981066,4
25-02-2021,MID00476,flirt_tclmoco.nii.gz,0.9280563508109883,23.18112304748054,9.759917923812313,3640321.5005161734,0.0004655508750522127,433.63856991883466,1411.497898149684,2
25-02-2021,MID00476,flirt_tclmocos.nii.gz,0.9274471041681901,23.217650992706275,9.863402920167715,3809110.298916866,0.00046424047156046455,434.3029383330205,1423.389593331608,2
25-02-2021,MID00478,flirt_fnWMmoco.nii.gz,0.975439848079463,27.795782318269872,9.666027231354379,3570520.341579983,0.0005957702096980367,414.99054784055284,1295.129012427478,3
25-02-2021,MID00478,flirt_fnmoco.nii.gz,0.9746640143231079,27.877946236764398,9.73786503457129,3594751.89921282,0.0005981116570103527,415.0982762653175,1297.7924659775313,3
25-02-2021,MID00478,flirt_nomoco.nii.gz,0.96815880961679,27.021287054777176,9.342260436274062,3366647.6152656735,0.0006005882142919183,417.2459109820223,1297.530682535647,3
25-02-2021,MID00478,flirt_ref.nii.gz,1.0,0.0,11.07889845799498,4650550.631712117,0.0006075444171056093,408.61047999214475,1341.0491936981066,4
25-02-2021,MID00478,flirt_tclmoco.nii.gz,0.9740629940092147,28.483116749778773,9.945179632604805,3826635.1991841327,0.0005574552088116716,418.34806938346367,1317.3702236494553,3
25-02-2021,MID00478,flirt_tclmocos.nii.gz,0.9745693632950979,28.13119995676258,9.702992418096727,3643439.5072443383,0.0005804338013754401,417.09415528002313,1305.8094241018111,3
