Sbj,Acq,File,SSIM,PSNR,FSIM,VIF,LPIPS,AES,TG,NGS,GE,IE,Score
18-11-2020,MID00295,flirt_tclmocos.nii.gz,0.9538546800613403,20.465474112829078,0.9762388467788696,0.3816358745098114,0.06804177910089493,0.01164619769526618,3.733508144594956,0.00059547761017555,423.898114850177,540.039794921875,3
19-02-2021,MID00253,flirt_fnWMmoco.nii.gz,0.9989843964576721,40.43245496487893,0.9995166659355164,0.8833792209625244,0.0015222410438582301,0.012909126769666438,4.363895501750722,0.0005656486512396905,435.94981765494106,553.878173828125,4
19-02-2021,MID00253,flirt_fnmoco.nii.gz,0.9989111423492432,39.56287752306434,0.9995248317718506,0.8776705265045166,0.0014553875662386417,0.012985035605395738,4.395926369862929,0.0005653067741800614,436.1281545071705,553.7140502929688,4
19-02-2021,MID00253,flirt_nomoco.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013016976921947334,4.420633074795804,0.0005665520342890319,436.3118969643491,553.6324462890625,Not Found
19-02-2021,MID00253,flirt_ref.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013016976921947334,4.420633074795804,0.0005665520342890319,436.3118969643491,553.6324462890625,4
19-02-2021,MID00253,flirt_tclmoco.nii.gz,0.9953136444091797,33.376834730868694,0.996234118938446,0.7227888107299805,0.008508721366524696,0.012810994476162112,4.230058066838127,0.0005554513541092451,435.9229353753122,554.4896240234375,4
19-02-2021,MID00253,flirt_tclmocos.nii.gz,0.9958142638206482,33.61205437089351,0.996393084526062,0.7303318381309509,0.006940830498933792,0.012857171769844149,4.343210124158346,0.000560435251372359,436.8555942024637,554.1245727539062,4
19-02-2021,MID00254,flirt_fnWMmoco.nii.gz,0.9693382382392883,25.298619777219812,0.9819475412368774,0.4634971618652344,0.04069804772734642,0.011844965469165906,3.895195452632026,0.000552913274352582,440.9725674438809,556.7193603515625,4
19-02-2021,MID00254,flirt_fnmoco.nii.gz,0.9673753976821899,24.8521581211605,0.9808369874954224,0.44904059171676636,0.04515830799937248,0.011794345921249661,3.8457836747107206,0.0005596496420047554,440.71132850626134,556.6962890625,4
19-02-2021,MID00254,flirt_nomoco.nii.gz,0.9617158770561218,23.65797672651472,0.9771347641944885,0.4123656451702118,0.05402282252907753,0.011833242685886647,3.807337014286712,0.0005582413506871324,440.42737424533556,556.8079833984375,4
19-02-2021,MID00254,flirt_ref.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013016976921947334,4.420633074795804,0.0005665520342890319,436.3118969643491,553.6324462890625,4
19-02-2021,MID00254,flirt_tclmoco.nii.gz,0.969906210899353,25.300153778178547,0.9820640683174133,0.47106021642684937,0.04150946065783501,0.011958167300142653,3.8229924940466278,0.0005486109665502924,441.1953500169597,557.2032470703125,4
19-02-2021,MID00254,flirt_tclmocos.nii.gz,0.9715757369995117,25.756862731838034,0.9829699397087097,0.48190557956695557,0.03988420218229294,0.011707114481185091,3.8183563315875286,0.0005489454302549312,440.91121916832435,557.1611938476562,4
19-02-2021,MID00256,flirt_fnWMmoco.nii.gz,0.9698167443275452,25.00323312053578,0.9816001057624817,0.4545689821243286,0.04198387265205383,0.011940197348188642,3.817318984241716,0.0005424116704048744,438.76817818860684,556.739990234375,4
19-02-2021,MID00256,flirt_fnmoco.nii.gz,0.9621626138687134,23.2933201185371,0.9761355519294739,0.4093210697174072,0.05240952968597412,0.011354110249609813,3.592005569927415,0.0005825174767234724,434.5080127079907,557.7811889648438,4
19-02-2021,MID00256,flirt_nomoco.nii.gz,0.9348949790000916,19.661347615069936,0.9626249074935913,0.32138514518737793,0.07622116059064865,0.01142516344191883,3.25430894926104,0.0005704207489931897,423.78007065509894,560.2676391601562,1
19-02-2021,MID00256,flirt_ref.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013016976921947334,4.420633074795804,0.0005665520342890319,436.3118969643491,553.6324462890625,4
19-02-2021,MID00256,flirt_tclmoco.nii.gz,0.9657986164093018,23.896623311537116,0.9780076146125793,0.4357792139053345,0.052328623831272125,0.01140578726312896,3.6581360335863526,0.0005032817789288551,440.5743757994742,557.9607543945312,3
19-02-2021,MID00256,flirt_tclmocos.nii.gz,0.9666714668273926,23.9552448352233,0.9785349369049072,0.438312292098999,0.052872274070978165,0.011270204677856463,3.6567488693872328,0.0005017397213741711,441.07615409556564,557.9075927734375,4
19-02-2021,MID00257,flirt_fnWMmoco.nii.gz,0.9805257320404053,27.227504378845314,0.9864915609359741,0.5338417291641235,0.040796637535095215,0.011656221568794372,3.68381363494704,0.0005356035403089721,436.0923962799086,557.0861206054688,5
19-02-2021,MID00257,flirt_fnmoco.nii.gz,0.9761145114898682,26.21622654397545,0.9839296936988831,0.5016303062438965,0.04833647608757019,0.011427989220703759,3.5681028738026903,0.0005329045460137226,435.41623404240784,558.0313110351562,4
19-02-2021,MID00257,flirt_nomoco.nii.gz,0.953057050704956,20.826258999109697,0.9705936312675476,0.3603716790676117,0.0649435818195343,0.011824919269593346,3.310334003832367,0.0004912840606657057,429.8931153018809,560.4904174804688,2
19-02-2021,MID00257,flirt_ref.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013016976921947334,4.420633074795804,0.0005665520342890319,436.3118969643491,553.6324462890625,4
19-02-2021,MID00257,flirt_tclmoco.nii.gz,0.980631947517395,27.64364832815911,0.9870550632476807,0.5440741777420044,0.03717033937573433,0.011568747112005487,3.61353984149051,0.0005407784528058996,438.59042325723124,557.0845336914062,5
19-02-2021,MID00257,flirt_tclmocos.nii.gz,0.9806227087974548,27.562004012576704,0.9870083332061768,0.5411236882209778,0.039255183190107346,0.01167448267870702,3.6164746918919475,0.0005486010146557313,438.8492305488582,557.0877685546875,4
20-11-2020,MID00305,flirt_fnWMmoco.nii.gz,0.9992515444755554,37.754456264667475,0.9994001388549805,0.8447837829589844,0.0016065577510744333,0.01299078437247777,4.4256165605753655,0.0005229288214753713,439.142604428255,566.6814575195312,4
20-11-2020,MID00305,flirt_fnmoco.nii.gz,0.9991323947906494,36.95418392280062,0.9992720484733582,0.8306453824043274,0.001876538386568427,0.013022932937332966,4.421016456033493,0.0005225275684562944,439.09121370675655,566.6895751953125,4
20-11-2020,MID00305,flirt_nomoco.nii.gz,1.0,0.0,1.0,1.0,0.0,0.013026160961575167,4.403278358364391,0.0005221357303977772,439.5697638176788,566.71728515625,Not Found
