Metric,Correlation Coefficient,P-Value
SSIM,0.845767445403669,3.625536040093958e-50
PSNR,0.6632807137863557,4.6911038188314196e-24
FSIM,nan,nan
VIF,nan,nan
LPIPS,nan,nan
AES,0.15164746978821647,0.025487018855790206
TG,0.09661307055609349,0.15610337296435473
NGS,0.059384964012559986,0.384021124843422
GE,-0.09382162164891625,0.1684702457212786
IE,-0.304602684034814,4.8717910344280176e-06
