Sbj,Acq,File,SSIM,PSNR,FSIM,VIF,LPIPS,AES,TG,NGS,GE,IE
02-12-2020,MID00234,flirt_tclmoco.nii.gz,0.9961455464363098,39.37815856933594,0.9970334768295288,0.6306349039077759,0.008303478360176086,0.012034929182443376,0.7249533454106305,0.0005676533299196466,413.94552578606084,566.5401000976562
02-12-2020,MID00234,flirt_tclmocos.nii.gz,0.9964034557342529,39.508365631103516,0.9973901510238647,0.6371347904205322,0.007663262076675892,0.011992793000759646,0.7225691255486837,0.0005661231406051611,413.69852582614743,566.4834594726562
02-12-2020,MID00234,flirt_nomoco.nii.gz,1.0,inf,1.0,1.0,0.0,0.012267986757592558,0.7450650592073865,0.0005741443838687026,412.916643966908,565.3252563476562
02-12-2020,MID00234,flirt_ref.nii.gz,1.0,inf,1.0,1.0,0.0,0.012267986757592558,0.7450650592073865,0.0005741443838687026,412.916643966908,565.3252563476562
02-12-2020,MID00234,flirt_fnmoco.nii.gz,0.9992742538452148,47.6151237487793,0.9994935989379883,0.7833623290061951,0.0015476918779313564,0.012098247613410777,0.7451274571041864,0.0005774250513542436,412.4071761671244,565.1276245117188
02-12-2020,MID00234,flirt_fnWMmoco.nii.gz,0.9992642998695374,47.55295181274414,0.9994884729385376,0.7804164290428162,0.0016098181949928403,0.012126465316659318,0.7452967938879331,0.0005774421919340076,412.42766885487515,565.126220703125
02-12-2020,MID00235,flirt_tclmoco.nii.gz,0.9765622019767761,34.356388092041016,0.9878368377685547,0.4659120440483093,0.0442509762942791,0.011514900068487193,0.6950984480630875,0.0005362308901903427,418.7957157397976,568.716796875
02-12-2020,MID00235,flirt_tclmocos.nii.gz,0.9772292971611023,34.313167572021484,0.9883295297622681,0.4685649275779724,0.044005971401929855,0.011513450019203815,0.7026603811219677,0.0005443661865466814,418.13459710260935,568.813720703125
02-12-2020,MID00235,flirt_nomoco.nii.gz,0.9693349599838257,32.51560974121094,0.9845911860466003,0.41572824120521545,0.06040173023939133,0.011950195892970516,0.739037754145696,0.0005736973470756684,418.6970961570794,569.120849609375
02-12-2020,MID00235,flirt_ref.nii.gz,1.0,inf,1.0,1.0,0.0,0.012267986757592558,0.7450650592073865,0.0005741443838687026,412.916643966908,565.3252563476562
02-12-2020,MID00235,flirt_fnmoco.nii.gz,0.9740210771560669,34.35997772216797,0.9872713685035706,0.4526829123497009,0.048594675958156586,0.01198030301464705,0.7244204691323979,0.0005552258506443444,418.73741645621243,568.5476684570312
02-12-2020,MID00235,flirt_fnWMmoco.nii.gz,0.9744863510131836,34.342288970947266,0.987518310546875,0.45578932762145996,0.04832205921411514,0.011892476066326318,0.7208282334285406,0.0005531412561726718,418.403277413573,568.6529541015625
02-12-2020,MID00237,flirt_tclmoco.nii.gz,0.9560351371765137,31.09908103942871,0.9788094162940979,0.370795875787735,0.07299438863992691,0.011594504517158051,0.697386516744797,0.0005428458899883623,425.4206958289019,572.7445678710938
02-12-2020,MID00237,flirt_tclmocos.nii.gz,0.9557988047599792,31.003219604492188,0.9787692427635193,0.37093961238861084,0.07275942713022232,0.011688005418853986,0.7012691928932048,0.0005439734175040108,425.33685757431357,572.793701171875
02-12-2020,MID00237,flirt_nomoco.nii.gz,0.9534053802490234,30.188304901123047,0.9779682159423828,0.3634466230869293,0.0746058002114296,0.012083552409761724,0.7138467589412101,0.000547637381269262,423.7440443277647,572.7838134765625
02-12-2020,MID00237,flirt_ref.nii.gz,1.0,inf,1.0,1.0,0.0,0.012267986757592558,0.7450650592073865,0.0005741443838687026,412.916643966908,565.3252563476562
02-12-2020,MID00237,flirt_fnmoco.nii.gz,0.9548006057739258,30.461742401123047,0.97840815782547,0.37376126646995544,0.0756034106016159,0.012095287434560523,0.7106540580519651,0.0005524181920198415,421.6385281006212,573.1619262695312
02-12-2020,MID00237,flirt_fnWMmoco.nii.gz,0.9549200534820557,30.408613204956055,0.978499174118042,0.37236708402633667,0.07424008101224899,0.011992546054876145,0.7084925084398545,0.0005504620768728149,422.2033762313655,573.4495849609375
11-11-2020,MID00367,flirt_tclmoco.nii.gz,0.9790635108947754,33.468711853027344,0.9869680404663086,0.4017554223537445,0.03424825146794319,0.013396214300589425,0.8442717068963864,0.000587736576689763,433.0341858796551,536.6165161132812
11-11-2020,MID00367,flirt_tclmocos.nii.gz,0.980073094367981,33.38894271850586,0.9873090982437134,0.40557292103767395,0.032617002725601196,0.013546446108519556,0.8328607875287766,0.0005911443141463766,431.544618329342,537.0922241210938
11-11-2020,MID00367,flirt_nomoco.nii.gz,1.0,inf,1.0,1.0,0.0,0.014059117164990342,0.9440109077982329,0.0006089031061718284,430.95653675268323,534.5811767578125
11-11-2020,MID00367,flirt_ref.nii.gz,1.0,inf,1.0,1.0,0.0,0.014059117164990342,0.9440109077982329,0.0006089031061718284,430.95653675268323,534.5811767578125
11-11-2020,MID00367,flirt_fnmoco.nii.gz,0.9984253644943237,44.28900909423828,0.9990250468254089,0.7349367737770081,0.004179967567324638,0.013928295787417014,0.9435995862748549,0.0006124192255122143,430.7880659615398,534.5974731445312
11-11-2020,MID00367,flirt_fnWMmoco.nii.gz,0.9983469843864441,44.35615539550781,0.9990237355232239,0.7255585193634033,0.004315296187996864,0.0140000479756616,0.9460996537974623,0.000612972643852788,430.9705129953389,534.5999755859375
11-11-2020,MID00370,flirt_tclmoco.nii.gz,0.9495641589164734,28.04288101196289,0.9730749726295471,0.25932830572128296,0.06423401087522507,0.012463417300250256,0.7898977873067204,0.0005804393217451244,431.7845198776053,539.4061889648438
11-11-2020,MID00370,flirt_tclmocos.nii.gz,0.9507007598876953,28.159658432006836,0.9736746549606323,0.26238295435905457,0.06294510513544083,0.012750632821138695,0.7880868268903496,0.0005786092475173239,431.7674638483945,539.3600463867188
11-11-2020,MID00370,flirt_nomoco.nii.gz,0.9041548371315002,25.536996841430664,0.959883451461792,0.21701715886592865,0.0870511457324028,0.012135591756817646,0.7212274727014009,0.0005623335577863262,435.7840846441932,541.8208618164062
11-11-2020,MID00370,flirt_ref.nii.gz,1.0,inf,1.0,1.0,0.0,0.014059117164990342,0.9440109077982329,0.0006089031061718284,430.95653675268323,534.5811767578125
11-11-2020,MID00370,flirt_fnmoco.nii.gz,0.9374008178710938,27.99411964416504,0.9693350195884705,0.2662222385406494,0.07140851020812988,0.012823581090550323,0.7701801406002868,0.0005751428920657729,433.0845058211759,539.8140258789062
11-11-2020,MID00370,flirt_fnWMmoco.nii.gz,0.9507532715797424,29.34305191040039,0.9750040769577026,0.29662927985191345,0.06372424960136414,0.012730845774677323,0.7957010013170186,0.0005777825745571154,433.54863650188616,539.5451049804688
